CPM_ID	TCMT_ID
UHF0422	TCMT03141
UHF0423	TCMT01241
UHF0423	TCMT03257
UHF0423	TCMT03141
UHF0425	TCMT01069
UHF0426	TCMT01069
UHF0427	TCMT01069
UHF0427	TCMT01071
UHF0428	TCMT03275
UHF0429	TCMT01770
UHF0429	TCMT03415
UHF0430	TCMT01770
UHF0430	TCMT03415
UHF0431	TCMT01069
UHF0431	TCMT01071
UHF0432	TCMT01742
UHF0434	TCMT00785
UHF0436	TCMT01742
UHF0438	TCMT00585
UHF0438	TCMT01553
UHF0439	TCMT01742
UHF0439	TCMT01584
UHF0440	TCMT01778
UHF0440	TCMT01304
UHF0440	TCMT01742
UHF0440	TCMT03443
UHF0441	TCMT01742
UHF0443	TCMT01742
UHF0443	TCMT01760
UHF0443	TCMT03484
UHF0444	TCMT01742
UHF0445	TCMT03288
UHF0447	TCMT03192
UHF0447	TCMT01552
UHF0448	TCMT01762
UHF0448	TCMT00585
UHF0448	TCMT00759
UHF0450	TCMT01781
UHF0451	TCMT01749
UHF0452	TCMT01069
UHF0453	TCMT01069
UHF0453	TCMT01071
UHF0454	TCMT01749
UHF0455	TCMT01740
UHF0457	TCMT03807
UHF0457	TCMT03827
UHF0458	TCMT03827
UHF0463	TCMT03261
UHF0464	TCMT03261
UHF0465	TCMT03261
UHF0468	TCMT01428
UHF0470	TCMT00585
UHF0471	TCMT01742
UHF0474	TCMT03261
UHF0478	TCMT01596
UHF0479	TCMT01428
